user_id,signup_month,plan,channel,activity_month
1372,2024-04,enterprise,organic,2025-03
1373,2024-05,free,paid_search,2024-05
1374,2024-04,pro,paid_search,2024-04
1374,2024-04,pro,paid_search,2024-05
1374,2024-04,pro,paid_search,2024-06
1374,2024-04,pro,paid_search,2024-07
1374,2024-04,pro,paid_search,2024-08
1374,2024-04,pro,paid_search,2024-09
1374,2024-04,pro,paid_search,2024-10
1375,2024-08,free,paid_search,2024-08
1375,2024-08,free,paid_search,2024-09
1376,2024-09,free,organic,2024-09
1376,2024-09,free,organic,2024-10
1376,2024-09,free,organic,2024-11
1377,2024-09,free,paid_search,2024-09
1377,2024-09,free,paid_search,2024-10
1377,2024-09,free,paid_search,2024-11
1377,2024-09,free,paid_search,2024-12
1377,2024-09,free,paid_search,2025-01
1378,2024-07,free,organic,2024-07
1378,2024-07,free,organic,2024-08
1378,2024-07,free,organic,2024-09
1379,2024-05,free,content,2024-05
1380,2024-05,free,content,2024-05
1381,2024-09,free,organic,2024-09
1381,2024-09,free,organic,2024-10
1381,2024-09,free,organic,2024-11
1381,2024-09,free,organic,2024-12
1382,2024-03,free,organic,2024-03
1383,2024-04,pro,organic,2024-04
1383,2024-04,pro,organic,2024-05
1384,2024-09,starter,paid_search,2024-09
1385,2024-04,free,content,2024-04
1385,2024-04,free,content,2024-05
1386,2024-03,free,paid_search,2024-03
1386,2024-03,free,paid_search,2024-04
1386,2024-03,free,paid_search,2024-05
1386,2024-03,free,paid_search,2024-06
1386,2024-03,free,paid_search,2024-07
1387,2024-06,free,organic,2024-06
1387,2024-06,free,organic,2024-07
1388,2024-03,free,organic,2024-03
1388,2024-03,free,organic,2024-04
1388,2024-03,free,organic,2024-05
1388,2024-03,free,organic,2024-06
1388,2024-03,free,organic,2024-07
1388,2024-03,free,organic,2024-08
1388,2024-03,free,organic,2024-09
1388,2024-03,free,organic,2024-10
1388,2024-03,free,organic,2024-11
1388,2024-03,free,organic,2024-12
1388,2024-03,free,organic,2025-01
1388,2024-03,free,organic,2025-02
1388,2024-03,free,organic,2025-03
1389,2024-09,pro,organic,2024-09
1389,2024-09,pro,organic,2024-10
1389,2024-09,pro,organic,2024-11
1390,2024-09,free,referral,2024-09
1390,2024-09,free,referral,2024-10
1390,2024-09,free,referral,2024-11
1391,2024-03,starter,paid_search,2024-03
1392,2024-05,starter,paid_search,2024-05
1393,2024-09,free,organic,2024-09
1393,2024-09,free,organic,2024-10
1393,2024-09,free,organic,2024-11
1393,2024-09,free,organic,2024-12
1394,2024-07,pro,content,2024-07
1394,2024-07,pro,content,2024-08
1394,2024-07,pro,content,2024-09
1394,2024-07,pro,content,2024-10
1394,2024-07,pro,content,2024-11
1394,2024-07,pro,content,2024-12
1394,2024-07,pro,content,2025-01
1395,2024-02,free,organic,2024-02
1395,2024-02,free,organic,2024-03
1395,2024-02,free,organic,2024-04
1395,2024-02,free,organic,2024-05
1395,2024-02,free,organic,2024-06
1395,2024-02,free,organic,2024-07
1395,2024-02,free,organic,2024-08
1396,2024-06,pro,referral,2024-06
1397,2024-06,starter,content,2024-06
1398,2024-06,starter,paid_search,2024-06
1399,2024-01,starter,content,2024-01
1399,2024-01,starter,content,2024-02
1399,2024-01,starter,content,2024-03
1399,2024-01,starter,content,2024-04
1399,2024-01,starter,content,2024-05
1399,2024-01,starter,content,2024-06
1399,2024-01,starter,content,2024-07
1399,2024-01,starter,content,2024-08
1399,2024-01,starter,content,2024-09
1399,2024-01,starter,content,2024-10
1399,2024-01,starter,content,2024-11
1399,2024-01,starter,content,2024-12
1399,2024-01,starter,content,2025-01
1399,2024-01,starter,content,2025-02
1399,2024-01,starter,content,2025-03
1400,2024-03,pro,organic,2024-03
1400,2024-03,pro,organic,2024-04
1400,2024-03,pro,organic,2024-05
1400,2024-03,pro,organic,2024-06
1400,2024-03,pro,organic,2024-07
1400,2024-03,pro,organic,2024-08
1401,2024-08,enterprise,referral,2024-08
1401,2024-08,enterprise,referral,2024-09
1401,2024-08,enterprise,referral,2024-10
1401,2024-08,enterprise,referral,2024-11
1401,2024-08,enterprise,referral,2024-12
1401,2024-08,enterprise,referral,2025-01
1401,2024-08,enterprise,referral,2025-02
1401,2024-08,enterprise,referral,2025-03
1402,2024-03,free,organic,2024-03
1402,2024-03,free,organic,2024-04
1402,2024-03,free,organic,2024-05
1403,2024-03,starter,paid_search,2024-03
1403,2024-03,starter,paid_search,2024-04
1403,2024-03,starter,paid_search,2024-05
1403,2024-03,starter,paid_search,2024-06
1403,2024-03,starter,paid_search,2024-07
1403,2024-03,starter,paid_search,2024-08
1404,2024-03,starter,organic,2024-03
1404,2024-03,starter,organic,2024-04
1404,2024-03,starter,organic,2024-05
1404,2024-03,starter,organic,2024-06
1404,2024-03,starter,organic,2024-07
1404,2024-03,starter,organic,2024-08
1404,2024-03,starter,organic,2024-09
1404,2024-03,starter,organic,2024-10
1404,2024-03,starter,organic,2024-11
1404,2024-03,starter,organic,2024-12
1404,2024-03,starter,organic,2025-01
1405,2024-02,free,organic,2024-02
1406,2024-02,pro,organic,2024-02
1407,2024-04,free,organic,2024-04
1407,2024-04,free,organic,2024-05
1408,2024-08,free,paid_search,2024-08
1409,2024-01,free,paid_search,2024-01
1410,2024-03,free,organic,2024-03
1410,2024-03,free,organic,2024-04
1411,2024-01,pro,content,2024-01
1411,2024-01,pro,content,2024-02
1411,2024-01,pro,content,2024-03
1411,2024-01,pro,content,2024-04
1411,2024-01,pro,content,2024-05
1411,2024-01,pro,content,2024-06
1411,2024-01,pro,content,2024-07
1411,2024-01,pro,content,2024-08
1411,2024-01,pro,content,2024-09
1411,2024-01,pro,content,2024-10
1411,2024-01,pro,content,2024-11
1411,2024-01,pro,content,2024-12
1411,2024-01,pro,content,2025-01
1411,2024-01,pro,content,2025-02
1411,2024-01,pro,content,2025-03
1412,2024-06,free,content,2024-06
1412,2024-06,free,content,2024-07
1413,2024-03,free,organic,2024-03
1413,2024-03,free,organic,2024-04
1414,2024-08,free,paid_search,2024-08
1415,2024-06,free,paid_search,2024-06
1415,2024-06,free,paid_search,2024-07
1416,2024-08,starter,referral,2024-08
1416,2024-08,starter,referral,2024-09
1416,2024-08,starter,referral,2024-10
1416,2024-08,starter,referral,2024-11
1416,2024-08,starter,referral,2024-12
1416,2024-08,starter,referral,2025-01
1416,2024-08,starter,referral,2025-02
1416,2024-08,starter,referral,2025-03
1417,2024-06,pro,paid_search,2024-06
1417,2024-06,pro,paid_search,2024-07
1417,2024-06,pro,paid_search,2024-08
1417,2024-06,pro,paid_search,2024-09
1418,2024-04,free,referral,2024-04
1418,2024-04,free,referral,2024-05
1418,2024-04,free,referral,2024-06
1419,2024-08,free,organic,2024-08
1420,2024-05,free,organic,2024-05
1421,2024-09,starter,referral,2024-09
1421,2024-09,starter,referral,2024-10
1421,2024-09,starter,referral,2024-11
1421,2024-09,starter,referral,2024-12
1421,2024-09,starter,referral,2025-01
1421,2024-09,starter,referral,2025-02
1421,2024-09,starter,referral,2025-03
1422,2024-09,free,paid_search,2024-09
1423,2024-06,free,referral,2024-06
1423,2024-06,free,referral,2024-07
1423,2024-06,free,referral,2024-08
1423,2024-06,free,referral,2024-09
1423,2024-06,free,referral,2024-10
1423,2024-06,free,referral,2024-11
1423,2024-06,free,referral,2024-12
1423,2024-06,free,referral,2025-01
1424,2024-07,free,organic,2024-07
1424,2024-07,free,organic,2024-08
1425,2024-03,free,organic,2024-03
1425,2024-03,free,organic,2024-04
1425,2024-03,free,organic,2024-05
1425,2024-03,free,organic,2024-06
1425,2024-03,free,organic,2024-07
1425,2024-03,free,organic,2024-08
1425,2024-03,free,organic,2024-09
1426,2024-08,free,organic,2024-08
1426,2024-08,free,organic,2024-09
1426,2024-08,free,organic,2024-10
1426,2024-08,free,organic,2024-11
1426,2024-08,free,organic,2024-12
1426,2024-08,free,organic,2025-01
1426,2024-08,free,organic,2025-02
1426,2024-08,free,organic,2025-03
1427,2024-07,free,organic,2024-07
1427,2024-07,free,organic,2024-08
1428,2024-09,starter,organic,2024-09
1428,2024-09,starter,organic,2024-10
1429,2024-03,starter,paid_search,2024-03
1429,2024-03,starter,paid_search,2024-04
1430,2024-08,free,paid_search,2024-08
1430,2024-08,free,paid_search,2024-09
1430,2024-08,free,paid_search,2024-10
1431,2024-05,starter,referral,2024-05
1431,2024-05,starter,referral,2024-06
1431,2024-05,starter,referral,2024-07
1431,2024-05,starter,referral,2024-08
1431,2024-05,starter,referral,2024-09
1431,2024-05,starter,referral,2024-10
1431,2024-05,starter,referral,2024-11
1431,2024-05,starter,referral,2024-12
1432,2024-02,pro,paid_search,2024-02
1432,2024-02,pro,paid_search,2024-03
1432,2024-02,pro,paid_search,2024-04
1432,2024-02,pro,paid_search,2024-05
1433,2024-02,free,organic,2024-02
1434,2024-06,free,referral,2024-06
1434,2024-06,free,referral,2024-07
1435,2024-03,free,organic,2024-03
1435,2024-03,free,organic,2024-04
1436,2024-01,starter,content,2024-01
1436,2024-01,starter,content,2024-02
1436,2024-01,starter,content,2024-03
1436,2024-01,starter,content,2024-04
1437,2024-04,free,organic,2024-04
1438,2024-06,starter,paid_search,2024-06
1438,2024-06,starter,paid_search,2024-07
1438,2024-06,starter,paid_search,2024-08
1438,2024-06,starter,paid_search,2024-09
1438,2024-06,starter,paid_search,2024-10
1438,2024-06,starter,paid_search,2024-11
1438,2024-06,starter,paid_search,2024-12
1439,2024-03,free,content,2024-03
1439,2024-03,free,content,2024-04
1440,2024-09,free,paid_search,2024-09
1440,2024-09,free,paid_search,2024-10
1440,2024-09,free,paid_search,2024-11
1440,2024-09,free,paid_search,2024-12
1440,2024-09,free,paid_search,2025-01
1440,2024-09,free,paid_search,2025-02
1441,2024-08,pro,paid_search,2024-08
1441,2024-08,pro,paid_search,2024-09
1441,2024-08,pro,paid_search,2024-10
1442,2024-05,free,referral,2024-05
1443,2024-09,pro,organic,2024-09
1443,2024-09,pro,organic,2024-10
1443,2024-09,pro,organic,2024-11
1443,2024-09,pro,organic,2024-12
1443,2024-09,pro,organic,2025-01
1443,2024-09,pro,organic,2025-02
1444,2024-04,enterprise,referral,2024-04
1444,2024-04,enterprise,referral,2024-05
1444,2024-04,enterprise,referral,2024-06
1444,2024-04,enterprise,referral,2024-07
1444,2024-04,enterprise,referral,2024-08
1444,2024-04,enterprise,referral,2024-09
1444,2024-04,enterprise,referral,2024-10
1444,2024-04,enterprise,referral,2024-11
1444,2024-04,enterprise,referral,2024-12
1444,2024-04,enterprise,referral,2025-01
1444,2024-04,enterprise,referral,2025-02
1444,2024-04,enterprise,referral,2025-03
1445,2024-02,pro,content,2024-02
1446,2024-01,free,content,2024-01
1446,2024-01,free,content,2024-02
1446,2024-01,free,content,2024-03
1447,2024-09,starter,paid_search,2024-09
1447,2024-09,starter,paid_search,2024-10
1447,2024-09,starter,paid_search,2024-11
1447,2024-09,starter,paid_search,2024-12
1447,2024-09,starter,paid_search,2025-01
1447,2024-09,starter,paid_search,2025-02
1448,2024-09,free,organic,2024-09
1448,2024-09,free,organic,2024-10
1448,2024-09,free,organic,2024-11
1448,2024-09,free,organic,2024-12
1449,2024-07,free,referral,2024-07
1449,2024-07,free,referral,2024-08
1449,2024-07,free,referral,2024-09
1449,2024-07,free,referral,2024-10
1449,2024-07,free,referral,2024-11
1449,2024-07,free,referral,2024-12
1449,2024-07,free,referral,2025-01
1449,2024-07,free,referral,2025-02
1450,2024-01,pro,paid_search,2024-01
1450,2024-01,pro,paid_search,2024-02
1451,2024-03,starter,organic,2024-03
1451,2024-03,starter,organic,2024-04
1451,2024-03,starter,organic,2024-05
1452,2024-01,free,organic,2024-01
1453,2024-01,free,organic,2024-01
1453,2024-01,free,organic,2024-02
1453,2024-01,free,organic,2024-03
1454,2024-03,starter,paid_search,2024-03
1455,2024-06,starter,organic,2024-06
1455,2024-06,starter,organic,2024-07
1455,2024-06,starter,organic,2024-08
1455,2024-06,starter,organic,2024-09
1455,2024-06,starter,organic,2024-10
1455,2024-06,starter,organic,2024-11
1455,2024-06,starter,organic,2024-12
1455,2024-06,starter,organic,2025-01
1455,2024-06,starter,organic,2025-02
1455,2024-06,starter,organic,2025-03
1456,2024-01,free,organic,2024-01
1456,2024-01,free,organic,2024-02
1456,2024-01,free,organic,2024-03
1456,2024-01,free,organic,2024-04
1457,2024-09,pro,organic,2024-09
1457,2024-09,pro,organic,2024-10
1457,2024-09,pro,organic,2024-11
1457,2024-09,pro,organic,2024-12
1457,2024-09,pro,organic,2025-01
1457,2024-09,pro,organic,2025-02
1457,2024-09,pro,organic,2025-03
1458,2024-05,free,content,2024-05
1459,2024-03,free,organic,2024-03
1459,2024-03,free,organic,2024-04
1459,2024-03,free,organic,2024-05
1459,2024-03,free,organic,2024-06
1459,2024-03,free,organic,2024-07
1459,2024-03,free,organic,2024-08
1459,2024-03,free,organic,2024-09
1460,2024-05,starter,organic,2024-05
1460,2024-05,starter,organic,2024-06
1460,2024-05,starter,organic,2024-07
1460,2024-05,starter,organic,2024-08
1460,2024-05,starter,organic,2024-09
1460,2024-05,starter,organic,2024-10
1460,2024-05,starter,organic,2024-11
1460,2024-05,starter,organic,2024-12
1460,2024-05,starter,organic,2025-01
1460,2024-05,starter,organic,2025-02
1460,2024-05,starter,organic,2025-03
1461,2024-08,enterprise,paid_search,2024-08
1462,2024-03,free,organic,2024-03
1463,2024-01,free,content,2024-01
1464,2024-01,free,content,2024-01
1464,2024-01,free,content,2024-02
1464,2024-01,free,content,2024-03
1464,2024-01,free,content,2024-04
1465,2024-08,pro,paid_search,2024-08
1465,2024-08,pro,paid_search,2024-09
1465,2024-08,pro,paid_search,2024-10
1465,2024-08,pro,paid_search,2024-11
1465,2024-08,pro,paid_search,2024-12
1466,2024-02,free,paid_search,2024-02
1466,2024-02,free,paid_search,2024-03
1466,2024-02,free,paid_search,2024-04
1467,2024-06,free,paid_search,2024-06
1468,2024-04,enterprise,organic,2024-04
1468,2024-04,enterprise,organic,2024-05
1468,2024-04,enterprise,organic,2024-06
1468,2024-04,enterprise,organic,2024-07
1468,2024-04,enterprise,organic,2024-08
1468,2024-04,enterprise,organic,2024-09
1468,2024-04,enterprise,organic,2024-10
1468,2024-04,enterprise,organic,2024-11
1468,2024-04,enterprise,organic,2024-12
1468,2024-04,enterprise,organic,2025-01
1468,2024-04,enterprise,organic,2025-02
1468,2024-04,enterprise,organic,2025-03
1469,2024-07,free,organic,2024-07
1469,2024-07,free,organic,2024-08
1470,2024-01,free,organic,2024-01
1471,2024-09,free,organic,2024-09
1471,2024-09,free,organic,2024-10
1471,2024-09,free,organic,2024-11
1471,2024-09,free,organic,2024-12
1472,2024-07,starter,paid_search,2024-07
1472,2024-07,starter,paid_search,2024-08
1472,2024-07,starter,paid_search,2024-09
1473,2024-05,free,organic,2024-05
1473,2024-05,free,organic,2024-06
1473,2024-05,free,organic,2024-07
1473,2024-05,free,organic,2024-08
1473,2024-05,free,organic,2024-09
1473,2024-05,free,organic,2024-10
1473,2024-05,free,organic,2024-11
1473,2024-05,free,organic,2024-12
1474,2024-02,free,organic,2024-02
1474,2024-02,free,organic,2024-03
1474,2024-02,free,organic,2024-04
1474,2024-02,free,organic,2024-05
1475,2024-09,free,paid_search,2024-09
1475,2024-09,free,paid_search,2024-10
1475,2024-09,free,paid_search,2024-11
1476,2024-03,starter,paid_search,2024-03
1476,2024-03,starter,paid_search,2024-04
1476,2024-03,starter,paid_search,2024-05
1477,2024-05,starter,organic,2024-05
1477,2024-05,starter,organic,2024-06
1477,2024-05,starter,organic,2024-07
1477,2024-05,starter,organic,2024-08
1477,2024-05,starter,organic,2024-09
1478,2024-04,free,organic,2024-04
1478,2024-04,free,organic,2024-05
1478,2024-04,free,organic,2024-06
1478,2024-04,free,organic,2024-07
1478,2024-04,free,organic,2024-08
1478,2024-04,free,organic,2024-09
1478,2024-04,free,organic,2024-10
1478,2024-04,free,organic,2024-11
1478,2024-04,free,organic,2024-12
1478,2024-04,free,organic,2025-01
1478,2024-04,free,organic,2025-02
1478,2024-04,free,organic,2025-03
1479,2024-03,free,organic,2024-03
1479,2024-03,free,organic,2024-04
1479,2024-03,free,organic,2024-05
1479,2024-03,free,organic,2024-06
1479,2024-03,free,organic,2024-07
1479,2024-03,free,organic,2024-08
1480,2024-04,pro,organic,2024-04
1480,2024-04,pro,organic,2024-05
1480,2024-04,pro,organic,2024-06
1480,2024-04,pro,organic,2024-07
1481,2024-02,free,referral,2024-02
1481,2024-02,free,referral,2024-03
1481,2024-02,free,referral,2024-04
1481,2024-02,free,referral,2024-05
1481,2024-02,free,referral,2024-06
1481,2024-02,free,referral,2024-07
1481,2024-02,free,referral,2024-08
1482,2024-01,free,content,2024-01
1482,2024-01,free,content,2024-02
1482,2024-01,free,content,2024-03
1483,2024-03,free,paid_search,2024-03
1483,2024-03,free,paid_search,2024-04
1483,2024-03,free,paid_search,2024-05
1483,2024-03,free,paid_search,2024-06
1483,2024-03,free,paid_search,2024-07
1484,2024-02,free,paid_search,2024-02
1485,2024-04,free,referral,2024-04
1485,2024-04,free,referral,2024-05
1485,2024-04,free,referral,2024-06
1485,2024-04,free,referral,2024-07
1485,2024-04,free,referral,2024-08
1485,2024-04,free,referral,2024-09
1485,2024-04,free,referral,2024-10
1485,2024-04,free,referral,2024-11
1485,2024-04,free,referral,2024-12
1486,2024-08,free,paid_search,2024-08
1486,2024-08,free,paid_search,2024-09
1486,2024-08,free,paid_search,2024-10
1487,2024-02,free,organic,2024-02
1487,2024-02,free,organic,2024-03
1487,2024-02,free,organic,2024-04
1488,2024-01,free,organic,2024-01
1489,2024-01,starter,paid_search,2024-01
1489,2024-01,starter,paid_search,2024-02
1489,2024-01,starter,paid_search,2024-03
1490,2024-05,free,paid_search,2024-05
1491,2024-03,free,organic,2024-03
1491,2024-03,free,organic,2024-04
1491,2024-03,free,organic,2024-05
1491,2024-03,free,organic,2024-06
1492,2024-05,pro,organic,2024-05
1493,2024-01,free,organic,2024-01
1493,2024-01,free,organic,2024-02
1493,2024-01,free,organic,2024-03
1493,2024-01,free,organic,2024-04
1493,2024-01,free,organic,2024-05
1493,2024-01,free,organic,2024-06
1493,2024-01,free,organic,2024-07
1493,2024-01,free,organic,2024-08
1494,2024-03,starter,organic,2024-03
1494,2024-03,starter,organic,2024-04
1494,2024-03,starter,organic,2024-05
1495,2024-04,free,paid_search,2024-04
1496,2024-04,starter,referral,2024-04
1496,2024-04,starter,referral,2024-05
1496,2024-04,starter,referral,2024-06
1496,2024-04,starter,referral,2024-07
1496,2024-04,starter,referral,2024-08
1496,2024-04,starter,referral,2024-09
1496,2024-04,starter,referral,2024-10
1496,2024-04,starter,referral,2024-11
1496,2024-04,starter,referral,2024-12
1496,2024-04,starter,referral,2025-01
1496,2024-04,starter,referral,2025-02
1496,2024-04,starter,referral,2025-03
1497,2024-05,free,paid_search,2024-05
1497,2024-05,free,paid_search,2024-06
1497,2024-05,free,paid_search,2024-07
1498,2024-08,free,organic,2024-08
1498,2024-08,free,organic,2024-09
1498,2024-08,free,organic,2024-10
1498,2024-08,free,organic,2024-11
1499,2024-05,free,organic,2024-05
1500,2024-08,free,referral,2024-08
1501,2024-05,free,paid_search,2024-05
1502,2024-03,starter,organic,2024-03
1502,2024-03,starter,organic,2024-04
1502,2024-03,starter,organic,2024-05
1502,2024-03,starter,organic,2024-06
1503,2024-03,pro,organic,2024-03
1504,2024-03,free,referral,2024-03
1504,2024-03,free,referral,2024-04
1504,2024-03,free,referral,2024-05
1504,2024-03,free,referral,2024-06
1504,2024-03,free,referral,2024-07
1505,2024-06,pro,referral,2024-06
1505,2024-06,pro,referral,2024-07
1505,2024-06,pro,referral,2024-08
1505,2024-06,pro,referral,2024-09
1505,2024-06,pro,referral,2024-10
1505,2024-06,pro,referral,2024-11
1505,2024-06,pro,referral,2024-12
1505,2024-06,pro,referral,2025-01
1505,2024-06,pro,referral,2025-02
1506,2024-03,starter,content,2024-03
1506,2024-03,starter,content,2024-04
1506,2024-03,starter,content,2024-05
1506,2024-03,starter,content,2024-06
1506,2024-03,starter,content,2024-07
1506,2024-03,starter,content,2024-08
1507,2024-09,pro,paid_search,2024-09
1507,2024-09,pro,paid_search,2024-10
1507,2024-09,pro,paid_search,2024-11
1507,2024-09,pro,paid_search,2024-12
1507,2024-09,pro,paid_search,2025-01
1508,2024-05,starter,paid_search,2024-05
1509,2024-08,starter,paid_search,2024-08
1509,2024-08,starter,paid_search,2024-09
1510,2024-07,free,organic,2024-07
1510,2024-07,free,organic,2024-08
1510,2024-07,free,organic,2024-09
1510,2024-07,free,organic,2024-10
1510,2024-07,free,organic,2024-11
1510,2024-07,free,organic,2024-12
1511,2024-04,starter,referral,2024-04
1511,2024-04,starter,referral,2024-05
1511,2024-04,starter,referral,2024-06
1511,2024-04,starter,referral,2024-07
1511,2024-04,starter,referral,2024-08
1511,2024-04,starter,referral,2024-09
1511,2024-04,starter,referral,2024-10
1511,2024-04,starter,referral,2024-11
1511,2024-04,starter,referral,2024-12
1511,2024-04,starter,referral,2025-01
1511,2024-04,starter,referral,2025-02
1511,2024-04,starter,referral,2025-03
1512,2024-03,pro,paid_search,2024-03
1512,2024-03,pro,paid_search,2024-04
1512,2024-03,pro,paid_search,2024-05
1512,2024-03,pro,paid_search,2024-06
1512,2024-03,pro,paid_search,2024-07
1512,2024-03,pro,paid_search,2024-08
1512,2024-03,pro,paid_search,2024-09
1512,2024-03,pro,paid_search,2024-10
1512,2024-03,pro,paid_search,2024-11
1512,2024-03,pro,paid_search,2024-12
1512,2024-03,pro,paid_search,2025-01
1513,2024-07,free,organic,2024-07
1513,2024-07,free,organic,2024-08
1513,2024-07,free,organic,2024-09
1514,2024-03,free,content,2024-03
1514,2024-03,free,content,2024-04
1515,2024-03,free,paid_search,2024-03
1516,2024-09,pro,organic,2024-09
1516,2024-09,pro,organic,2024-10
1516,2024-09,pro,organic,2024-11
1516,2024-09,pro,organic,2024-12
1517,2024-05,free,organic,2024-05
1517,2024-05,free,organic,2024-06
1518,2024-01,starter,content,2024-01
1518,2024-01,starter,content,2024-02
1518,2024-01,starter,content,2024-03
1518,2024-01,starter,content,2024-04
1518,2024-01,starter,content,2024-05
1518,2024-01,starter,content,2024-06
1519,2024-05,pro,content,2024-05
1519,2024-05,pro,content,2024-06
1520,2024-05,enterprise,paid_search,2024-05
1521,2024-08,free,content,2024-08
1521,2024-08,free,content,2024-09
1521,2024-08,free,content,2024-10
1521,2024-08,free,content,2024-11
1521,2024-08,free,content,2024-12
1522,2024-07,starter,content,2024-07
1523,2024-02,pro,referral,2024-02
1523,2024-02,pro,referral,2024-03
1523,2024-02,pro,referral,2024-04
1523,2024-02,pro,referral,2024-05
1523,2024-02,pro,referral,2024-06
1523,2024-02,pro,referral,2024-07
1523,2024-02,pro,referral,2024-08
1523,2024-02,pro,referral,2024-09
1523,2024-02,pro,referral,2024-10
1523,2024-02,pro,referral,2024-11
1523,2024-02,pro,referral,2024-12
1523,2024-02,pro,referral,2025-01
1523,2024-02,pro,referral,2025-02
1523,2024-02,pro,referral,2025-03
1524,2024-02,free,content,2024-02
1524,2024-02,free,content,2024-03
1525,2024-06,starter,paid_search,2024-06
1525,2024-06,starter,paid_search,2024-07
1526,2024-01,free,referral,2024-01
1526,2024-01,free,referral,2024-02
1526,2024-01,free,referral,2024-03
1526,2024-01,free,referral,2024-04
1526,2024-01,free,referral,2024-05
1526,2024-01,free,referral,2024-06
1526,2024-01,free,referral,2024-07
1526,2024-01,free,referral,2024-08
1526,2024-01,free,referral,2024-09
1526,2024-01,free,referral,2024-10
1527,2024-03,starter,paid_search,2024-03
1527,2024-03,starter,paid_search,2024-04
1527,2024-03,starter,paid_search,2024-05
1527,2024-03,starter,paid_search,2024-06
1527,2024-03,starter,paid_search,2024-07
1527,2024-03,starter,paid_search,2024-08
1527,2024-03,starter,paid_search,2024-09
1527,2024-03,starter,paid_search,2024-10
1528,2024-02,free,referral,2024-02
1529,2024-01,free,organic,2024-01
1529,2024-01,free,organic,2024-02
1529,2024-01,free,organic,2024-03
1530,2024-09,free,referral,2024-09
1530,2024-09,free,referral,2024-10
1530,2024-09,free,referral,2024-11
1530,2024-09,free,referral,2024-12
1530,2024-09,free,referral,2025-01
1530,2024-09,free,referral,2025-02
1530,2024-09,free,referral,2025-03
1531,2024-01,free,content,2024-01
1532,2024-01,free,organic,2024-01
1533,2024-09,starter,content,2024-09
1534,2024-02,free,paid_search,2024-02
1534,2024-02,free,paid_search,2024-03
1535,2024-08,free,organic,2024-08
1536,2024-01,starter,organic,2024-01
1536,2024-01,starter,organic,2024-02
1536,2024-01,starter,organic,2024-03
1536,2024-01,starter,organic,2024-04
1536,2024-01,starter,organic,2024-05
1536,2024-01,starter,organic,2024-06
1536,2024-01,starter,organic,2024-07
1536,2024-01,starter,organic,2024-08
1536,2024-01,starter,organic,2024-09
1536,2024-01,starter,organic,2024-10
1536,2024-01,starter,organic,2024-11
1537,2024-02,starter,referral,2024-02
1538,2024-01,free,paid_search,2024-01
1538,2024-01,free,paid_search,2024-02
1538,2024-01,free,paid_search,2024-03
1539,2024-07,pro,organic,2024-07
1539,2024-07,pro,organic,2024-08
1540,2024-06,free,paid_search,2024-06
1541,2024-05,pro,organic,2024-05
1542,2024-03,free,paid_search,2024-03
1542,2024-03,free,paid_search,2024-04
1542,2024-03,free,paid_search,2024-05
1542,2024-03,free,paid_search,2024-06
1542,2024-03,free,paid_search,2024-07
1543,2024-01,starter,content,2024-01
1543,2024-01,starter,content,2024-02
1543,2024-01,starter,content,2024-03
1543,2024-01,starter,content,2024-04
1543,2024-01,starter,content,2024-05
1543,2024-01,starter,content,2024-06
1543,2024-01,starter,content,2024-07
1543,2024-01,starter,content,2024-08
1543,2024-01,starter,content,2024-09
1543,2024-01,starter,content,2024-10
1543,2024-01,starter,content,2024-11
1544,2024-06,enterprise,referral,2024-06
1544,2024-06,enterprise,referral,2024-07
1544,2024-06,enterprise,referral,2024-08
1544,2024-06,enterprise,referral,2024-09
1544,2024-06,enterprise,referral,2024-10
1544,2024-06,enterprise,referral,2024-11
1544,2024-06,enterprise,referral,2024-12
1544,2024-06,enterprise,referral,2025-01
1544,2024-06,enterprise,referral,2025-02
1544,2024-06,enterprise,referral,2025-03
1545,2024-03,pro,referral,2024-03
1545,2024-03,pro,referral,2024-04
1545,2024-03,pro,referral,2024-05
1545,2024-03,pro,referral,2024-06
1545,2024-03,pro,referral,2024-07
1545,2024-03,pro,referral,2024-08
1545,2024-03,pro,referral,2024-09
1545,2024-03,pro,referral,2024-10
1545,2024-03,pro,referral,2024-11
1545,2024-03,pro,referral,2024-12
1545,2024-03,pro,referral,2025-01
1545,2024-03,pro,referral,2025-02
1545,2024-03,pro,referral,2025-03
1546,2024-06,free,paid_search,2024-06
1546,2024-06,free,paid_search,2024-07
1546,2024-06,free,paid_search,2024-08
1547,2024-07,starter,content,2024-07
1547,2024-07,starter,content,2024-08
1547,2024-07,starter,content,2024-09
1548,2024-08,free,organic,2024-08
1548,2024-08,free,organic,2024-09
1549,2024-05,starter,organic,2024-05
1550,2024-01,starter,organic,2024-01
1550,2024-01,starter,organic,2024-02
1550,2024-01,starter,organic,2024-03
1550,2024-01,starter,organic,2024-04
1550,2024-01,starter,organic,2024-05
1550,2024-01,starter,organic,2024-06
1550,2024-01,starter,organic,2024-07
1551,2024-03,enterprise,paid_search,2024-03
1551,2024-03,enterprise,paid_search,2024-04
1551,2024-03,enterprise,paid_search,2024-05
1551,2024-03,enterprise,paid_search,2024-06
1551,2024-03,enterprise,paid_search,2024-07
1551,2024-03,enterprise,paid_search,2024-08
1551,2024-03,enterprise,paid_search,2024-09
1552,2024-08,free,paid_search,2024-08
1552,2024-08,free,paid_search,2024-09
